Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
Apartment,71 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.700 kr.,800 kr.,35.100 kr.,11.700 kr.,59.300 kr.,04/04/2024,5430000,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,71 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.700 kr.,800 kr.,35.100 kr.,11.700 kr.,59.300 kr.,04/04/2024,5429999,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,71 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.700 kr.,800 kr.,35.100 kr.,11.700 kr.,59.300 kr.,04/04/2024,5429998,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,76 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.700 kr.,800 kr.,35.100 kr.,11.700 kr.,59.300 kr.,04/04/2024,5429997,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,85 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429995,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,86 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429994,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,85 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429993,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,86 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429992,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,85 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429991,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,86 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429990,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,86 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429989,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,86 m²,3.0,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429988,"Malervangen, 2600 København, Glostrup  - 5th floor"
Apartment,86 m²,3.0,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429987,"Malervangen, 2600 København, Glostrup  - 5th floor"
Apartment,86 m²,3.0,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429986,"Malervangen, 2600 København, Glostrup  - 6th floor"
Apartment,86 m²,3.0,7th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429985,"Malervangen, 2600 København, Glostrup  - 7th floor"
Apartment,87 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429984,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,87 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429983,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,85 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,04/04/2024,5429982,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,80 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.250 kr.,800 kr.,33.750 kr.,11.250 kr.,57.050 kr.,04/04/2024,5429981,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,80 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.250 kr.,800 kr.,33.750 kr.,11.250 kr.,57.050 kr.,04/04/2024,5429980,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,80 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,11.250 kr.,800 kr.,33.750 kr.,11.250 kr.,57.050 kr.,04/04/2024,5429979,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,75 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.700 kr.,800 kr.,32.100 kr.,10.700 kr.,54.300 kr.,04/04/2024,5429978,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,76 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.700 kr.,800 kr.,32.100 kr.,10.700 kr.,54.300 kr.,04/04/2024,5429977,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,77 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.600 kr.,800 kr.,31.800 kr.,10.600 kr.,53.800 kr.,04/04/2024,5429976,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,71 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429975,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,71 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429974,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,71 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429973,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,71 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429972,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,55 m²,2.0,4th ,No,No,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429970,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,67 m²,2.0,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429969,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,71 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429968,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,71 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429967,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,71 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429966,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,56 m²,2.0,4th ,No,No,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429965,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,71 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429964,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,71 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429963,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,71 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429962,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,71 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429961,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,56 m²,2.0,4th ,No,No,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429960,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,71 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429959,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,71 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429958,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,71 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429957,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,71 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429956,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,56 m²,2.0,4th ,No,No,Yes,Yes,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.500 kr.,800 kr.,31.500 kr.,10.500 kr.,53.300 kr.,04/04/2024,5429955,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,67 m²,3.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429954,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,67 m²,3.0,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429953,"Malervangen, 2600 København, Glostrup  - 1st floor"
Apartment,67 m²,3.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429952,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,67 m²,3.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429950,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,67 m²,3.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429949,"Malervangen, 2600 København, Glostrup  - 4th floor"
Apartment,67 m²,3.0,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,10.200 kr.,800 kr.,30.600 kr.,10.200 kr.,51.800 kr.,04/04/2024,5429948,"Malervangen, 2600 København, Glostrup  - 5th floor"
Apartment,66 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429947,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,60 m²,2.0,5th ,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429946,"Malervangen, 2600 København, Glostrup  - 5th floor"
Apartment,65 m²,2.0,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429945,"Malervangen, 2600 København, Glostrup  - 2nd floor"
Apartment,65 m²,2.0,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429944,"Malervangen, 2600 København, Glostrup  - 3rd floor"
Apartment,67 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429943,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,66 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429942,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,66 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5429941,"Malervangen, 2600 København, Glostrup  - Ground floor"
Apartment,102 m²,3.0,6th ,No,No,No,No,No,No,Yes,No,No,No,No,No,,Unlimited,1 July 2024,19.453 kr.,1.500 kr.,58.359 kr.,19.453 kr.,98.765 kr.,04/04/2024,5050064,"Nytorv, 1450 København, København K  - 6th floor"
Apartment,92 m²,4.0,4th ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,16.200 kr.,800 kr.,48.600 kr.,16.200 kr.,81.800 kr.,04/04/2024,5429935,"Margretheholmsvej, 1432 København, København K  - 4th floor"
Apartment,106 m²,4.0,1st ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 June 2024,17.400 kr.,1.150 kr.,52.200 kr.,17.400 kr.,88.150 kr.,04/04/2024,5263599,"Montagehalsvej, 2500 København, Valby  - 1st floor"
Apartment,65 m²,2.0,Ground floor,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 June 2024,13.200 kr.,700 kr.,39.600 kr.,13.200 kr.,66.700 kr.,04/04/2024,5312719,"Gearhalsvej, 2500 København, Valby  - Ground floor"
Apartment,76 m²,2.0,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,12.800 kr.,800 kr.,38.400 kr.,12.800 kr.,64.800 kr.,04/04/2024,5247783,"Amager Strandvej, 2300 København, København S  - Ground floor"
Apartment,100 m²,4.0,1st ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,14.000 kr.,1.100 kr.,42.000 kr.,14.000 kr.,71.100 kr.,04/04/2024,5429933,"Øresundsvej, 2300 København, København S  - 1st floor"
Apartment,76 m²,2.0,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,12.800 kr.,1.190 kr.,38.400 kr.,12.800 kr.,65.190 kr.,04/04/2024,5247782,"Amager Strandvej, 2300 København, København S  - Ground floor"
Apartment,103 m²,4.0,3rd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,14.000 kr.,1.100 kr.,42.000 kr.,14.000 kr.,71.100 kr.,04/04/2024,5429932,"Øresundsvej, 2300 København, København S  - 3rd floor"
Apartment,99 m²,4.0,3rd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,14.200 kr.,1.140 kr.,42.600 kr.,14.200 kr.,72.140 kr.,04/04/2024,5215220,"Krimsvej, 2300 København, København S  - 3rd floor"
Apartment,66 m²,3.0,1st ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,30 June 2024,13.075 kr.,700 kr.,39.225 kr.,13.075 kr.,66.075 kr.,04/04/2024,5429930,"Robert Jacobsens Vej, 2300 København, København S  - 1st floor"
Apartment,66 m²,3.0,-,No,Yes,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,Unlimited,30 June 2024,12.975 kr.,700 kr.,38.925 kr.,12.975 kr.,65.575 kr.,04/04/2024,5429929,"Robert Jacobsens Vej, 2300 København, København S "
Apartment,97 m²,4.0,1st ,No,Yes,No,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,30 June 2024,14.075 kr.,1.460 kr.,42.225 kr.,42.225 kr.,99.985 kr.,04/04/2024,5429928,"Gyngemose Parkvej, 2860 København, Søborg  - 1st floor"
Apartment,131 m²,4.0,2nd ,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,19.100 kr.,1.800 kr.,57.300 kr.,57.300 kr.,135.500 kr.,04/04/2024,3501515,"Ved Vænget, 2100 København, København Ø  - 2nd floor"
Apartment,96 m²,4.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,11.920 kr.,995 kr.,35.760 kr.,11.920 kr.,60.595 kr.,04/04/2024,5405196,"Kirkebjerg Tværvej, 2605 København, Brøndby  - 3rd floor"
Apartment,67 m²,2.0,2nd ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,1 July 2024,9.900 kr.,800 kr.,29.700 kr.,9.900 kr.,50.300 kr.,04/04/2024,5192426,"Dræsinen, 2640 København, Hedehusene  - 2nd floor"
Apartment,129 m²,4.0,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 July 2024,15.400 kr.,2.020 kr.,46.200 kr.,15.400 kr.,79.020 kr.,04/04/2024,5429916,"Amalieparken, 2665 København, Vallensbæk Strand  - 2nd floor"
Apartment,104 m²,3.0,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 July 2024,13.950 kr.,1.268 kr.,41.850 kr.,13.950 kr.,71.018 kr.,04/04/2024,5336674,"Amalieparken, 2665 København, Vallensbæk Strand  - 4th floor"
Townhouse,121 m²,5.0,-,No,No,Yes,Not specified,Yes,Not specified,Yes,Yes,Yes,Yes,Not specified,Yes,-,24+ months,1 July 2024,21.500 kr.,2.500 kr.,64.500 kr.,0 kr.,88.500 kr.,04/04/2024,2999067,"Skolebakken, 2830 København, Virum "
Apartment,79 m²,4.0,7th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,14.500 kr.,700 kr.,43.500 kr.,14.500 kr.,73.200 kr.,04/04/2024,5429903,"Robert Jacobsens Vej, 2300 København, København S  - 7th floor"
Apartment,94 m²,3.0,Ground floor,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,31 July 2024,12.200 kr.,1.185 kr.,36.600 kr.,12.200 kr.,62.185 kr.,04/04/2024,5429902,"Eigtveds Allé, 2630 København, Taastrup  - Ground floor"
Apartment,50 m²,2.0,2nd ,No,Yes,Yes,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,,12-23 months,15 May 2024,11.700 kr.,590 kr.,23.400 kr.,11.700 kr.,47.390 kr.,04/04/2024,5429806,"Tycho Brahes Allé, 2300 København, København S  - 2nd floor"
Room,8 m²,1.0,-,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Not specified,Not specified,,1-11 months,1 May 2024,3.500 kr.,0 kr.,3.500 kr.,3.500 kr.,10.500 kr.,04/04/2024,5429795,"Åparken, 2605 København, Brøndby "
Apartment,106 m²,3.0,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,Not specified,Yes,Not specified,Not specified,Not specified,,Unlimited,1 July 2024,20.950 kr.,1.160 kr.,62.850 kr.,20.950 kr.,105.910 kr.,04/04/2024,4079933,"Nordre Teglkaj, 2450 København, København SV  - 4th floor"
Apartment,130 m²,4.0,3rd ,No,No,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,22.450 kr.,1.420 kr.,67.350 kr.,22.450 kr.,113.670 kr.,04/04/2024,5312157,"Applebys Plads, 1411 København, København K  - 3rd floor"
Apartment,90 m²,4.0,5th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,15 July 2024,14.800 kr.,1.000 kr.,44.400 kr.,14.800 kr.,75.000 kr.,04/04/2024,4999284,"Else Alfelts Vej, 2300 København, København S  - 5th floor"
Apartment,62 m²,2.0,1st ,Yes,No,No,No,No,No,Yes,Yes,Yes,Not specified,Not specified,Yes,-,1-11 months,1 May 2024,9.500 kr.,0 kr.,9.500 kr.,0 kr.,19.000 kr.,04/04/2024,4192520,"Dalstrøget, 2870 København, Dyssegård  - 1st floor"
Apartment,99 m²,3.0,8th ,No,Yes,Yes,Not specified,Not specified,Not specified,No,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,1 July 2024,14.125 kr.,1.114 kr.,42.375 kr.,14.125 kr.,71.739 kr.,04/04/2024,5056164,"Ørestads Boulevard, 2300 København, København S  - 8th floor"
Apartment,65 m²,2.0,1st ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,13.995 kr.,800 kr.,41.985 kr.,13.995 kr.,70.775 kr.,04/04/2024,5429879,"Trelleborggade, 2150 København, Nordhavn  - 1st floor"
Apartment,108 m²,4.0,Ground floor,No,No,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,1 August 2024,18.750 kr.,1.250 kr.,56.250 kr.,18.750 kr.,95.000 kr.,04/04/2024,5429874,"Lergravsvej, 2300 København, København S  - Ground floor"
Apartment,92 m²,4.0,6th ,No,No,Yes,No,Not specified,Not specified,No,No,Yes,Yes,Yes,Yes,,Unlimited,15 May 2024,15.000 kr.,1.000 kr.,45.000 kr.,15.000 kr.,76.000 kr.,04/04/2024,5289680,"Robert Jacobsens Vej, 2300 København, København S  - 6th floor"
Apartment,66 m²,2.0,5th ,No,No,Yes,No,Not specified,Not specified,Yes,No,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,12.500 kr.,800 kr.,37.500 kr.,12.500 kr.,63.300 kr.,04/04/2024,4549933,"Richard Mortensens Vej, 2300 København, København S  - 5th floor"
Apartment,94 m²,4.0,2nd ,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 June 2024,14.400 kr.,795 kr.,43.200 kr.,14.400 kr.,72.795 kr.,04/04/2024,5429873,"Hannemanns Allé, 2300 København, København S  - 2nd floor"
Apartment,84 m²,3.0,3rd ,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,13.500 kr.,720 kr.,40.500 kr.,13.500 kr.,68.220 kr.,04/04/2024,5429871,"Hannemanns Allé, 2300 København, København S  - 3rd floor"
Apartment,86 m²,3.0,3rd ,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 June 2024,13.500 kr.,730 kr.,40.500 kr.,13.500 kr.,68.230 kr.,04/04/2024,5429868,"Hannemanns Allé, 2300 København, København S  - 3rd floor"
Apartment,89 m²,3.0,9th ,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 July 2024,14.100 kr.,745 kr.,42.300 kr.,14.100 kr.,71.245 kr.,04/04/2024,5429867,"Hannemanns Allé, 2300 København, København S  - 9th floor"
