Property Type,Size(m²),Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress,district
Room,7,1,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Not specified,-,Unlimited,1 April 2024,4200,0,5000,0,9200,21/03/2024,5427192,"Holmbladsgade, 2300 København, København S  - 1st floor",København S
Apartment,117,4,4,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,31 March 2024,14500,1350,43500,14500,73850,21/03/2024,5427605,"Margrethevænget, 2665 København, Vallensbæk Strand  - 4th floor",Vallensbæk Strand
Room,13,1,0,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,-,Unlimited,1 May 2024,4500,0,13500,4500,22500,21/03/2024,1556517,"Runebergs Alle, 2860 København, Søborg ",Søborg
Apartment,108,4,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,15200,1000,30400,15200,61800,21/03/2024,5232474,"Alleen, 2770 København, Kastrup  - 2nd floor",Kastrup
Apartment,111,4,2,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,16188,900,48564,48564,114216,21/03/2024,4651675,"Godthåbsvej, 2000 København, Frederiksberg  - 2nd floor",Frederiksberg
Room,12,1,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,1 April 2024,6000,0,18000,6000,30000,21/03/2024,5427287,"Lyngbyvej, 2100 København, København Ø  - 1st floor",København Ø
Apartment,102,2,2,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,19500,1200,58500,19500,98700,21/03/2024,5223900,"Løvstræde, 1152 København, København K  - 2nd floor",København K
Apartment,42,1,0,No,No,No,Yes,No,No,Yes,No,Not specified,Yes,Not specified,Yes,,Unlimited,1 June 2024,8850,400,26550,8850,44650,21/03/2024,5427588,"Hermodsgade, 2200 København, København N  - Ground floor",København N
Apartment,84,2,1,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,15950,910,47850,15950,80660,21/03/2024,5427586,"Amerika Plads, 2100 København, København Ø  - 1st floor",København Ø
Apartment,127,4,3,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,17950,1470,53850,17950,91220,21/03/2024,5258148,"Artillerivej, 2300 København, København S  - 3rd floor",København S
Apartment,106,5,1,No,No,Yes,No,Not specified,Not specified,No,No,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,16600,1200,49800,16600,84200,21/03/2024,5229303,"Richard Mortensens Vej, 2300 København, København S  - 1st floor",København S
Apartment,123,3,4,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,12-23 months,1 April 2024,18900,1250,56700,0,76850,21/03/2024,5383014,"Dyrkøb, 1166 København, København K  - 4th floor",København K
Apartment,28,1,1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,30 April 2024,9000,400,9000,27000,45400,21/03/2024,5427569,"Njalsgade, 2300 København, København S  - 1st floor",København S
Apartment,31,1,1,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,30 April 2024,7800,750,23400,7800,39750,21/03/2024,5236563,"Vanløse Allé, 2720 København, Vanløse  - 1st floor",Vanløse
Apartment,125,4,1,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,18995,450,56985,18995,95425,21/03/2024,5406526,"Karen Schacks Vej, 2800 København, Kongens Lyngby  - 1st floor",Kongens Lyngby
Townhouse,140,5,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,18490,1200,55470,18490,93650,21/03/2024,5427549,"Lykkens Minde, 2860 København, Søborg ",Søborg
Apartment,90,3,6,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12200,1000,36600,12200,62000,21/03/2024,5427547,"Bornholms Allé, 2630 København, Taastrup  - 6th floor",Taastrup
Apartment,85,3,6,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12000,1000,36000,12000,61000,21/03/2024,5427546,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 6th floor",Taastrup
Apartment,68,2,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11200,800,33600,11200,56800,21/03/2024,5427545,"Bornholms Allé, 2630 København, Taastrup  - 4th floor",Taastrup
Room,21,1,5,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,Unlimited,1 May 2024,7000,0,21000,7000,35000,21/03/2024,5409055,"Store Kongensgade, 1264 København, København K  - 5th floor",København K
Apartment,79,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,10900,900,32700,10900,55400,21/03/2024,5427544,"Spættevangen, 2635 København, Ishøj  - 2nd floor",Ishøj
Apartment,132,5,4,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,16500,800,49500,33000,99800,21/03/2024,4756361,"Oldermandsvej, 2400 København, København NV  - 4th floor",København NV
Apartment,68,2,2,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,8925,700,26775,17850,54250,21/03/2024,5427538,"Elmelundevej, 2700 København, Brønshøj  - 2nd floor",Brønshøj
Apartment,105,3,7,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,1-11 months,15 April 2024,21000,1000,4200,0,26200,21/03/2024,5427532,"Vester Søgade, 1601 København, København V  - 7th floor",København V
Apartment,200,5,3,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,26600,1500,76800,51200,156100,21/03/2024,5427529,"Bülowsvej, 1870 København, Frederiksberg C  - 3rd floor",Frederiksberg C
Apartment,106,4,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 May 2024,13800,1300,41400,13800,70300,21/03/2024,5427430,"Torbenfeldvej, 2665 København, Vallensbæk Strand  - 4th floor",Vallensbæk Strand
Apartment,38,1,2,No,No,No,Yes,No,No,No,No,Yes,No,No,No,-,Unlimited,As soon as possible,9675,550,29025,9675,48925,21/03/2024,5348053,"Øresundsvej, 2300 København, København S  - 2nd floor",København S
Room,25,1,1,Yes,Yes,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,-,12-23 months,As soon as possible,4000,0,0,4000,8000,21/03/2024,5427380,"Christian II's Allé, 2300 København, København S  - 1st floor",København S
Apartment,81,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,11900,950,35700,11900,60450,06/03/2024,5424260,"Grannålen, 2600 København, Glostrup  - Ground floor",Glostrup
Room,13,1,5,No,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,5500,0,11000,5500,22000,21/03/2024,5427357,"Svinget, 2300 København, København S  - 5th floor",København S
Apartment,98,3,1,No,No,Yes,Not specified,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 June 2024,13330,,39990,13330,66650,21/03/2024,5427393,"Skjeberg Allé, 2630 København, Taastrup  - 1st floor",Taastrup
Apartment,96,3,1,No,Yes,Yes,Not specified,No,No,Yes,Yes,Not specified,Yes,No,Yes,-,Unlimited,As soon as possible,13585,500,40755,13585,68425,21/03/2024,5427392,"Vestervej, 2630 København, Taastrup  - 1st floor",Taastrup
Apartment,81,3,0,No,Yes,Yes,Not specified,No,No,No,Yes,Not specified,Yes,No,Yes,-,Unlimited,1 July 2024,12150,800,36450,12150,61550,21/03/2024,5427391,"Lyskær, 2730 København, Herlev  - Ground floor",Herlev
Apartment,86,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11600,1000,34800,11600,59000,21/03/2024,5427389,"Spættevangen, 2635 København, Ishøj  - 2nd floor",Ishøj
Apartment,82,3,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11500,950,34500,11500,58450,21/03/2024,5427388,"Spættevangen, 2635 København, Ishøj  - 3rd floor",Ishøj
Apartment,96,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,13350,1100,40050,13350,67850,21/03/2024,5427386,"Elektronikvej, 2605 København, Brøndby  - 2nd floor",Brøndby
Apartment,92,4,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,15 April 2024,12600,1050,37800,12600,64050,21/03/2024,5393802,"Mekanikvej, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,106,3,0,No,No,No,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,30 June 2024,18800,1000,56400,18800,95000,21/03/2024,5427385,"Howitzvej, 2000 København, Frederiksberg  - Ground floor",Frederiksberg
Apartment,167,5,4,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,Unlimited,As soon as possible,30617,1029,91851,30617,154114,21/03/2024,5427378,"Nørrebrogade, 2200 København, København N  - 4th floor",København N
Apartment,117,5,0,No,No,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 August 2024,17800,1200,53400,17800,90200,21/03/2024,5071527,"Falkonergårdsvej, 1959 København, Frederiksberg C ",Frederiksberg C
Apartment,94,4,3,No,No,Yes,No,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,1 April 2024,12500,1000,37500,12500,63500,21/03/2024,4906233,"Sporstræde, 2640 København, Hedehusene  - 3rd floor",Hedehusene
Apartment,86,2,5,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,24+ months,As soon as possible,19950,900,59850,0,80700,21/03/2024,5427351,"Nørre Farimagsgade, 1364 København, København K  - 5th floor",København K
Apartment,121,4,0,No,Yes,No,Not specified,Not specified,Not specified,No,Not specified,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,19700,900,59100,39400,119100,21/03/2024,5427367,"Enghavevej, 2100 København, København Ø  - Ground floor",København Ø
Apartment,133,5,1,No,No,No,Yes,Not specified,No,Yes,Yes,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,17850,1565,53550,17850,90815,21/03/2024,5281373,"Rubinolavej, 2500 København, Valby  - 1st floor",Valby
Apartment,80,2,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,13995,850,41985,13995,70825,21/03/2024,5222631,"Amager Strandvej, 2300 København, København S  - 3rd floor",København S
Room,14,1,0,No,No,No,Not specified,No,Not specified,Yes,Yes,Yes,Yes,Not specified,Not specified,,Unlimited,As soon as possible,5500,0,11000,5500,22000,21/03/2024,4060832,"Havrens Kvt, 2620 København, Albertslund ",Albertslund
Room,31,1,4,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,1 April 2024,8500,0,8500,8500,25500,21/03/2024,5427350,"Nørrebrogade, 2200 København, København N  - 4th floor",København N
Apartment,94,3,4,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,14000,1100,42000,14000,71100,18/03/2024,5426723,"Cylindervej, 2450 København, København SV  - 4th floor",København SV
Room,15,1,3,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,-,Unlimited,As soon as possible,4500,0,4500,0,9000,21/03/2024,4407771,"Parkstykket, 2700 København, Brønshøj  - 3rd floor",Brønshøj
Apartment,146,3,2,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,12-23 months,As soon as possible,28500,1300,85500,28500,143800,21/03/2024,5378258,"Frederiksberg Alle, 1820 København, Frederiksberg C  - 2nd floor",Frederiksberg C
Apartment,84,3,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Not specified,,24+ months,As soon as possible,12500,1500,25000,12500,51500,21/03/2024,5152888,"Stubmøllevej, 2450 København, København SV  - 1st floor",København SV
Apartment,76,2,0,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,12-23 months,As soon as possible,10950,1100,32850,10950,55850,21/03/2024,5032617,"Sigynsgade, 2200 København, København N  - Ground floor",København N
Apartment,100,3,3,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,17034,650,51102,17034,85820,20/03/2024,5094451,"Telemarksgade, 2300 København, København S  - 3rd floor",København S
Apartment,67,2,0,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,No,No,No,-,Unlimited,30 April 2024,9700,850,29100,9700,49350,20/03/2024,5427291,"Guldblommevej, 2750 København, Ballerup  - Ground floor",Ballerup
Apartment,55,2,2,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Not specified,Not specified,-,12-23 months,1 April 2024,11200,1020,33600,11200,57020,20/03/2024,5284404,"Skovkrogen, 2920 København, Charlottenlund  - 2nd floor",Charlottenlund
Apartment,93,2,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Not specified,Yes,-,1-11 months,1 April 2024,22500,750,22500,0,45750,20/03/2024,5427286,"Puggaardsgade, 1573 København, København V  - Ground floor",København V
Apartment,94,3,0,Yes,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,18500,910,55500,,74910,20/03/2024,5427274,"Margrethevej, 2900 København, Hellerup  - Ground floor",Hellerup
Apartment,118,3,3,No,No,No,No,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,21000,550,63000,,84550,20/03/2024,5427273,"Sølvgade, 1307 København, København K  - 3rd floor",København K
Apartment,72,2,0,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,13950,500,41850,0,56300,20/03/2024,5427264,"Bomhusvej, 2100 København, København Ø  - Ground floor",København Ø
Apartment,92,4,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,13400,850,40200,13400,67850,20/03/2024,5427263,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 1st floor",Vallensbæk Strand
Apartment,58,2,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,10100,600,30300,10100,51100,20/03/2024,5427262,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 2nd floor",Vallensbæk Strand
Apartment,91,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,12700,,38100,12700,63500,20/03/2024,5427261,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 2nd floor",Vallensbæk Strand
Apartment,114,4,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,14750,1100,44250,14750,74850,20/03/2024,5427260,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - Ground floor",Vallensbæk Strand
Apartment,95,3,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,12900,950,38700,12900,65450,20/03/2024,5427259,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 4th floor",Vallensbæk Strand
Apartment,57,2,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,10400,600,31200,10400,52600,20/03/2024,5427258,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 4th floor",Vallensbæk Strand
Apartment,123,5,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,15850,1200,47550,15850,80450,20/03/2024,5427257,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - Ground floor",Vallensbæk Strand
Apartment,95,3,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,12400,950,37200,12400,62950,20/03/2024,5427256,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 1st floor",Vallensbæk Strand
Apartment,57,2,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,9900,600,29700,9900,50100,20/03/2024,5427255,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - 1st floor",Vallensbæk Strand
Apartment,107,4,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 June 2024,14950,1000,44850,14950,75750,20/03/2024,5427254,"Rosenfeldtvej, 2665 København, Vallensbæk Strand  - Ground floor",Vallensbæk Strand
Apartment,192,6,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,31700,2170,95100,31700,160670,20/03/2024,5427190,"Åbenrå, 1124 København, København K  - 2nd floor",København K
Apartment,83,3,0,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,1 June 2024,12350,900,37050,0,50300,20/03/2024,5094960,"Irmavej, 2610 København, Rødovre  - Ground floor",Rødovre
Townhouse,119,5,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,15470,0,46410,15470,77350,20/03/2024,5242132,"Promenaden, 2625 København, Vallensbæk ",Vallensbæk
Apartment,108,4,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,13820,900,27640,13820,56180,20/03/2024,5426980,"Vejlesvinget, 2665 København, Vallensbæk Strand  - 1st floor",Vallensbæk Strand
Apartment,59,2,4,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,,1-11 months,15 April 2024,12000,500,12000,12000,36500,20/03/2024,5427187,"Tomsgårdsvej, 2400 København, København NV  - 4th floor",København NV
Apartment,71,2,1,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,13950,500,41850,0,56300,20/03/2024,5427243,"Bomhusvej, 2100 København, København Ø  - 1st floor",København Ø
Room,23,1,1,No,No,No,Yes,No,Yes,Yes,Yes,Not specified,Yes,Not specified,Yes,,Unlimited,1 April 2024,2590,2590,7770,2590,15540,20/03/2024,5427189,"Persillehaven, 2730 København, Herlev  - 1st floor",Herlev
Room,12,1,0,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,-,Unlimited,1 May 2024,3600,0,10800,0,14400,20/03/2024,5427177,"H.P. Ørums Gade, 2100 København, København Ø  - Ground floor",København Ø
Room,12,1,0,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,1-11 months,1 April 2024,5275,250,5275,5275,16075,20/03/2024,5427127,"Gothersgade, 1123 København, København K ",København K
Room,18,1,4,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,1-11 months,1 April 2024,5500,0,5500,0,11000,20/03/2024,5427230,"Peter Bangs Vej, 2000 København, Frederiksberg  - 4th floor",Frederiksberg
Apartment,42,1,1,No,No,No,Yes,No,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 April 2024,4144,895,0,0,5039,20/03/2024,5427229,"Gemmas Alle, 2770 København, Kastrup  - 1st floor",Kastrup
Apartment,85,3,4,No,No,No,Yes,Yes,Not specified,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,12795,900,38385,,52080,20/03/2024,5427231,"Aage Knudsens Strøg, 2610 København, Rødovre  - 4th floor",Rødovre
Apartment,68,2,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12500,800,37500,12500,63300,20/03/2024,5323787,"Else Alfelts Vej, 2300 København, København S  - 2nd floor",København S
Apartment,108,3,2,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,20700,825,62100,0,83625,20/03/2024,5427226,"Mariendalsvej, 2000 København, Frederiksberg  - 2nd floor",Frederiksberg
Apartment,85,3,4,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,12795,900,38385,12795,64875,20/03/2024,5427224,"Aage Knudsens Strøg, 2610 København, Rødovre  - 4th floor",Rødovre
Apartment,51,2,1,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,6719,600,20157,6719,34195,20/03/2024,5363899,"Brønshøjgårdvej, 2700 København, Brønshøj  - 1st floor",Brønshøj
Apartment,122,3,2,No,No,No,Yes,Not specified,Not specified,Yes,No,Yes,No,No,No,-,Unlimited,31 May 2024,20800,1000,62400,20800,105000,20/03/2024,5427222,"Vejlegade, 2100 København, København Ø  - 2nd floor",København Ø
Room,15,1,2,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,12-23 months,1 April 2024,6400,0,6400,6400,19200,20/03/2024,5427217,"Ryesgade, 2100 København, København Ø  - 2nd floor",København Ø
Apartment,66,2,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,15 April 2024,13750,830,41250,13750,69580,20/03/2024,5251153,"Amager Strandvej, 2300 København, København S  - 1st floor",København S
Apartment,10,1,4,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,12-23 months,1 April 2024,4700,0,4700,4700,14100,20/03/2024,5427211,"Bevtoftgade, 1736 København, København V  - 4th floor",København V
Apartment,113,3,3,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,19500,1250,58500,58500,137750,20/03/2024,5399177,"Studiestræde, 1455 København, København K  - 3rd floor",København K
Apartment,78,4,8,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13300,900,39900,13300,67400,29/01/2024,5416206,"Hørkær, 2730 København, Herlev  - 8th floor",Herlev
Townhouse,118,5,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 July 2024,14750,0,44250,14750,73750,20/03/2024,5427208,"Lækrogen, 2620 København, Albertslund ",Albertslund
Apartment,176,4,2,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,24+ months,As soon as possible,25700,1850,77100,77100,181750,20/03/2024,5399185,"Studiestræde, 1455 København, København K  - 2nd floor",København K
Townhouse,119,5,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15470,0,46410,15470,77350,20/03/2024,5427205,"Promenaden, 2625 København, Vallensbæk ",Vallensbæk
Apartment,105,2,2,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,24+ months,1 May 2024,15900,900,47700,0,64500,20/03/2024,5223610,"Islands Brygge, 2300 København, København S  - 2nd floor",København S
